repo_full_name,repo_default_branch,file_path,nb_ok_parse,kernel_name,language,python_version_declared,exec_ok,error,exc_name,failed_cell_index,elapsed_s,retry_attempted,retry_success,installed_modules,original_found,outputs_equal,outputs_hash_orig,outputs_hash_exec,n_outputs_orig,n_outputs_exec
Robert-T-Remuszka/ImmigrationTfp,main,code/MakeStateAnalysis.ipynb,True,python3,python,3.12.8,False,MaxRetriesExceeded,,,0,True,False,"Credentials,Credentials,Credentials,Credentials,Credentials",True,False,9a7096aea9b9ef27a9695661b8e9c763ea63a0c8db7274742729e9f71cf1fd2e,,78,0
AktI-Tech/AktI-Tech,main,app.ipynb,True,python3,python,,False,NameError,,,3.117,True,False,vanna,True,False,ace1b652be4fff2c994b24929e58ff3beb5db3d6015111e837408701a0f615de,,2,0
obvio-upasana/Python-ML,main,building-a-brain/BuildingABrain.ipynb,True,python3,python,,False,OverflowError,,,4.104,True,False,"tensorflow,tensorflow-gpu,matplotlib",True,False,686ae9d37b57b9b88db966a544eb89c82616423ea921ba3b508b4ceba513c019,,23,0
rnailwal/academicpages.github.io,master,markdown_generator/publications.ipynb,True,python3,python,3.6.1,False,PythonVersionIncompatible,,,0,False,False,,True,,efd795a9ff9eff2d05daa9bb11c89b302a379ef1fa41e00367be3eb240114fe9,,4,0
rnailwal/academicpages.github.io,master,markdown_generator/talks.ipynb,True,python3,python,3.6.1,False,PythonVersionIncompatible,,,0,False,False,,True,,154a8074b939a8138fa3360a3f562547238169ac716f19751254f930715e1d85,,4,0
rnailwal/academicpages.github.io,master,talkmap.ipynb,True,python3,python,3.5.2,False,PythonVersionIncompatible,,,0,False,False,,True,,f61bccf314f50d12bfc10901b3674e3ac55b946219ce0afeb0e63bc1cbab1984,,3,0
jagadeeshpuvvula/pm_metabolomics,main,.ipynb_checkpoints/sankey_plt-checkpoint.ipynb,True,python3,python,3.13.2,False,PythonVersionIncompatible,,,0,False,False,,True,,abe9f0bdd3305852bb1ef1818315b946e0a352e58524ffa9c25c31d8dfb165f8,,4,0
jagadeeshpuvvula/pm_metabolomics,main,sankey_plt.ipynb,True,python3,python,3.12.8,False,MaxRetriesExceeded,,,0,True,False,"numpy,pandas,matplotlib,seaborn,plotly",True,False,07d754ca6fe980ff31cf1dc7df39e8a74ea3b8b86985599a51b4217ac66008b9,,5,0
WimCasteels/WimCasteels.github.io,main,assets/jupyter/blog.ipynb,True,python3,python,3.6.2,False,PythonVersionIncompatible,,,0,False,False,,True,,1911fde84433cc2e5615102753b6b32297e17547a9eef6fe1a94d2e930ce11a9,,1,0
ys-qu/ys-qu.github.io,main,assets/jupyter/blog.ipynb,True,python3,python,3.6.2,False,PythonVersionIncompatible,,,0,False,False,,True,,1911fde84433cc2e5615102753b6b32297e17547a9eef6fe1a94d2e930ce11a9,,1,0
FrankYang-17/FrankYang-17.github.io,master,markdown_generator/publications.ipynb,True,python3,python,3.6.1,False,PythonVersionIncompatible,,,0,False,False,,True,,efd795a9ff9eff2d05daa9bb11c89b302a379ef1fa41e00367be3eb240114fe9,,4,0
FrankYang-17/FrankYang-17.github.io,master,markdown_generator/talks.ipynb,True,python3,python,3.6.1,False,PythonVersionIncompatible,,,0,False,False,,True,,154a8074b939a8138fa3360a3f562547238169ac716f19751254f930715e1d85,,4,0
FrankYang-17/FrankYang-17.github.io,master,talkmap.ipynb,True,python3,python,3.5.2,False,PythonVersionIncompatible,,,0,False,False,,True,,f61bccf314f50d12bfc10901b3674e3ac55b946219ce0afeb0e63bc1cbab1984,,3,0
Tasnym001/AbbaBashir93,main,GUI_FOR_SOLAR_RADIATION.ipynb,True,python3,python,,False,ModuleInstallFailed,,,0,True,False,"pandas,ipywidgets",True,False,cdd90b34a01de90dc9f7a42071b3099fd0a73f015da5ed91f504339153830fdc,,2,0
Tasnym001/AbbaBashir93,main,GUI_for_MLP_FA.ipynb,True,python3,python,,False,ModuleInstallFailed,,,0,True,False,,True,False,f5066d801e38b6c62a4a270eade57f7a85a1c9393f5118b2d5342e04998b53e8,,14,0
Tasnym001/AbbaBashir93,main,GUI_for_Transfer_learning_stacked_model.ipynb,True,python3,python,,False,ModuleInstallFailed,,,0,True,False,,True,False,64dd22f04f286d3cfecc36b3a1024ef9826b46db29b0334001242e68275a1cc6,,2,0
Tasnym001/AbbaBashir93,main,"XGB_BO,_GB_BO,_ADA_BO,_CAT_BO,.ipynb",True,python3,python,,False,ModuleInstallFailed,,,0,True,False,,False,,,,,0
AspirinCode/QRCI,main,QRCI/QRCI_calculate_v1.1.ipynb,True,python3,python,3.13.2,False,PythonVersionIncompatible,,,0,False,False,,True,,c5836e6ddba795888316255b5f12f15949a7ef55684f07f9bff9387ba26341a4,,40,0
AspirinCode/QRCI,main,QRCI_calculate_v2.1.ipynb,True,python3,python,3.13.2,False,PythonVersionIncompatible,,,0,False,False,,True,,087bdd501e4de1426c7939ab7966fb3188058339c219867dfe0405269ab76dba,,4,0
TheWisp/lerobot,main,notebooks/hil-serl.ipynb,True,python3,python,3.10.14,True,,,,1.218,False,,,True,False,5fbf94a3703d45f3e858bcd2d8b0f600b32eb7f79df648849c5b29ed1b8b8429,908d51bf8eb54e09628e9191dee394b192d2ef7a1cd3229c32415f5f9801f746,5,2
mceoni/dev,main,python/robo_cursor.ipynb,True,python3,python,3.11.9,False,DisplayNameError,,,4.141,True,False,pyautogui,True,False,51674a2e093bc417d7e8969c5758723bde82b7f87fe7617cefe8a19ea0c45e53,,6,0
kimushun1101/typst-packages,main,packages/preview/callisto/0.1.0/tests/notebooks/Data.ipynb,True,python3,python,3.7.3,False,FileNotFoundError,,,1.545,True,False,pandas,True,False,b433676ea04e8185932ecc567a20c0b8ba32d8968e2a6accda18042f08f619cd,,2,0
kimushun1101/typst-packages,main,packages/preview/callisto/0.1.0/tests/notebooks/Lorenz.ipynb,True,python3,python,3.10.12,False,ModuleInstallFailed,,,0,True,False,"matplotlib,ipywidgets",True,False,1b0343bc161655fdd7811caee21c6d6821a1e6b429fd8dc7fd09a2ad336a8bc3,,6,0
kimushun1101/typst-packages,main,packages/preview/callisto/0.1.0/tests/notebooks/python.ipynb,True,python3,python,3.10.12,True,,,,0.972,False,,,True,False,5156d1365bbb39f315567ca96fc8285535af0bc46be8a9ccbfe2a5db05860de2,d3623c56facf633bdd4d018c5f57ec8354ed8397fd7fb1ce593583784d04a519,12,12
kimushun1101/typst-packages,main,packages/preview/callisto/0.2.2/docs/example.ipynb,True,python3,python,3.12.9,True,,,,1.28,False,,,True,False,89f443b033974973e810beba2378410c1766e1a6cc56e06081559865e8ed20ef,583701e38df1cb468f3a3ac4ea3d95e16dc0a02bb1c1b39931ec2ce0a838e450,6,2
kimushun1101/typst-packages,main,packages/preview/callisto/0.2.3/docs/example.ipynb,True,python3,python,3.12.9,True,,,,1.293,False,,,True,False,89f443b033974973e810beba2378410c1766e1a6cc56e06081559865e8ed20ef,583701e38df1cb468f3a3ac4ea3d95e16dc0a02bb1c1b39931ec2ce0a838e450,6,2
kimushun1101/typst-packages,main,packages/preview/callisto/0.2.4/docs/example.ipynb,True,python3,python,3.12.9,True,,,,1.288,False,,,True,False,89f443b033974973e810beba2378410c1766e1a6cc56e06081559865e8ed20ef,583701e38df1cb468f3a3ac4ea3d95e16dc0a02bb1c1b39931ec2ce0a838e450,6,2
Lyu6PosHao/HME,main,notebooks/notebook.ipynb,True,python3,python,3.10.13,False,ImportError,,,4.008,True,False,"torch,torchvision,torchaudio,torchinfo,transformers,rdkit",True,False,10fcd0fe1d4347fb844bb15efeb80c087ac9b34666496e7390d24c78ada7f6d0,,26,0
vannpacks/vannpacks.github.io,master,markdown_generator/publications.ipynb,True,python3,python,3.6.1,False,PythonVersionIncompatible,,,0,False,False,,True,,efd795a9ff9eff2d05daa9bb11c89b302a379ef1fa41e00367be3eb240114fe9,,4,0
vannpacks/vannpacks.github.io,master,markdown_generator/talks.ipynb,True,python3,python,3.6.1,False,PythonVersionIncompatible,,,0,False,False,,True,,154a8074b939a8138fa3360a3f562547238169ac716f19751254f930715e1d85,,4,0
vannpacks/vannpacks.github.io,master,talkmap.ipynb,True,python3,python,3.5.2,False,PythonVersionIncompatible,,,0,False,False,,True,,f61bccf314f50d12bfc10901b3674e3ac55b946219ce0afeb0e63bc1cbab1984,,3,0
emadmansour86/sweteam1,main,Hands_on_notebook_introduction_to_Python.ipynb,True,python3,python,3.8.8,False,TypeError,,,1.17,False,,,True,False,349ccdeee144a530bad8c07730afc780368fe42fc0b87449b868609943df5e0d,,2,0
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Change Data Type.ipynb,True,python3,python,3.12.4,True,,,,1.298,True,True,pandas,False,,,f66e4cb6a500d49e617df3b3f4fee81054c4c0e7fcbc7b1aec5a6c38a3dad58b,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Create a New Column.ipynb,True,python3,python,3.12.4,True,,,,1.268,False,,,False,,,bbeb8f293dbd51064a3ee37751a93ad14585b10af3e63db61baafe8d727fd990,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Create a dataframe from list.ipynb,True,python3,python,3.12.4,True,,,,1.251,False,,,False,,,1c2e3d1d559f605722247af8f515dc4ff6678c6169c32b5973cb2bcd6381fb55,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Display the First Three Rows.ipynb,True,python3,python,3.12.4,True,,,,1.248,False,,,False,,,dbf71fa3af653ad2369602ece06450e30c5e5f08bd0aa47f0c3d6957fcfe7979,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Drop Duplicate Rows.ipynb,True,python3,python,3.12.4,True,,,,1.245,False,,,False,,,df4d9519498a8d34120e1041669e4c6bc5d5113124b22bfcac5eb4a5f516510c,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Drop Missing Data.ipynb,True,python3,python,3.12.4,True,,,,1.267,False,,,False,,,b5241c785212eefa78ddb33b0bb48234289caed7c444cf88fd8fc691bde2e50f,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Fill Missing Data.ipynb,True,python3,python,3.12.4,True,,,,1.26,False,,,False,,,182ac19d4572289d951363fa833c52300977e273d1ddceddc624157926c3d391,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Get the Size of a DataFrame.ipynb,True,python3,python,3.12.4,True,,,,1.271,False,,,False,,,2fe298c5d96658274d6b9f79bf03fb1810232abf6fa22b5d2eedcaa7113682c8,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Method Chaining.ipynb,True,python3,python,3.12.4,True,,,,1.27,False,,,False,,,419a4efe4f884dc8741dd4a533986a9c5452fc692468e6854e42be332db67276,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Modify Columns.ipynb,True,python3,python,3.12.4,True,,,,1.274,False,,,False,,,913057dc5602058cec40480c7946ae13a3d143fa8f4f87f224679e651b9467c3,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Rename Columns.ipynb,True,python3,python,3.12.4,True,,,,1.246,False,,,False,,,1e3adfb5eb224d37f1b88894e753219018881e875161cce8a035d1acf7b4097b,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Reshape Data-Concatenate.ipynb,True,python3,python,3.12.4,True,,,,1.235,False,,,False,,,4ce3538f1922476953f450cdb6f6245ad0fddfb380ef1a5c40bec872b3178d32,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Reshape Data-Melt.ipynb,True,python3,python,3.12.4,True,,,,1.224,False,,,False,,,7f2285b674c46e78de79223f06681ed67000a9569c78776c654d797f0564eaea,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Reshape Data-Pivot.ipynb,True,python3,python,3.12.4,True,,,,1.258,False,,,False,,,8d23337f07a5a2819180929c4f8906c20b9bf25bdb727687364954089d19d274,,1
iqbaldiit/leetcode-problem-solution,main,Introduction to Pandas/Select Data.ipynb,True,python3,python,3.12.4,True,,,,1.247,False,,,False,,,5d1ceb079bbe9885fe1e805dd9eaf7b0fc019b6657545883ac2243ea1c72e2d1,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Analyze Subscription Conversion.ipynb,True,python3,python,3.10.11,True,,,,1.245,False,,,False,,,bf03e73019bb9f6b5fde417f903a2a1848fccd5135b7bfea2a70be4d3cc5a043,,3
iqbaldiit/leetcode-problem-solution,main,Panda 50/Article Views I.ipynb,True,python3,python,3.10.11,True,,,,1.257,False,,,False,,,b34ebb8a647b0a5b79575395f5fec86d221b13ce8630132afbc9534dd131bb48,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Calculate Special Bonus.ipynb,True,python3,python,3.10.11,True,,,,1.235,False,,,False,,,dddb48aa9a352fabfd3926cb931afa1b71d20964e3eba113f98fd9bc903bbf87,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Classes More Than 5 Students.ipynb,True,python3,python,3.12.4,True,,,,1.235,False,,,False,,,531b1f08ea23d8aa1b67a11394b80146beebea9ef262f88c5ebd87ead7684b65,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Count Salary Category.ipynb,True,python3,python,3.10.11,True,,,,1.236,False,,,False,,,f38badd6edd21ce8f7c0b49fa727d38cb05531b73711852cfa6cedee71a9e465,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Customer Placing the Largest Number of Orders.ipynb,True,python3,python,3.10.11,True,,,,1.227,False,,,False,,,f955a8032727774c247038d12c00e304703c25e8712130a69d30c523f81bdd13,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Customers Who Never Order.ipynb,True,python3,python,3.12.4,True,,,,1.244,False,,,False,,,12c0e8d569bc0b916c56b17e100f0e930cdc9e72ad1d1381a53e3ba94e26d278,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/DNA Pattern Recognition.ipynb,True,python3,python,3.10.11,True,,,,1.228,False,,,False,,,cb7e8a6544adf0b76ad0c6d8d4c3ed63c33d8d40f9174b2bde61656d0f7acb31,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Daily Leads and Partners.ipynb,True,python3,python,3.10.11,True,,,,1.225,False,,,False,,,4a7ceee3bf161d6a477b2b5997b00668b08ad15b0ca0e83edb6a2c3b1833959d,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Department Highest Salary.ipynb,True,python3,python,3.10.11,True,,,,1.254,False,,,False,,,9eb790d0c960f54b150a4664fdbf2bfad2cd23a008a67338fa0d6cc0e910c3bd,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Employee Earning more than manager.ipynb,True,python3,python,3.10.11,True,,,,1.224,False,,,False,,,4fca2216ff07052cd0f2a7cc682c5ca300095971751d31e30002a8690aa666de,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Employees With Missing Information.ipynb,True,python3,python,3.12.4,True,,,,1.236,False,,,False,,,d5043bde5d4d6e742517685956b47b7f822da435906a0f789888fe4f855a2bb1,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find COVID Recovery Patients.ipynb,True,python3,python,3.10.11,True,,,,1.233,False,,,False,,,82a3d762b2c2d79d9137e5f922ecd22e152470d64a1016388400b82ba885694d,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find Category Recommendation Pairs.ipynb,True,python3,python,3.10.11,True,,,,1.243,False,,,False,,,0770747a91e1a4b50a3d5168b2dfd08f330f69f2cff6f8dcb6d0d091ee3dcd67,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find Consistently Improving Employees.ipynb,True,python3,python,3.10.11,True,,,,1.258,False,,,False,,,bcdc9ae89a8aafb66351ebad08ed56192322b9afe3d1c04d1ecdbc43d17b09d5,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find Loyal Customer.ipynb,True,python3,python,3.10.11,True,,,,1.237,False,,,False,,,436450dbecdfd578707fdf1578719cd5176fa9e224508230c8fc85f5f2cc8d09,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find Product Recommendation Pairs.ipynb,True,python3,python,3.10.11,True,,,,1.239,False,,,False,,,f28e8338577eb6b82a705eec359176eaf9a4666c93fb2d51647be049ddf31bfc,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find Stores With Inventory Imbalance.ipynb,True,python3,python,3.10.11,True,,,,1.276,False,,,False,,,d74088cfc6f87a0e5b2b8af41c882201610b2dc5bcef6fb5980d0ac3a6c39ead,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find Total Time Spent by Each Employee.ipynb,True,python3,python,3.10.11,True,,,,1.249,False,,,False,,,f4336cc4e3fe0791cdc1d5be20316d247438e2158c2b889589dd2234508487a3,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find Users With Valid E-Mails.ipynb,True,python3,python,3.10.11,True,,,,1.231,False,,,False,,,91760c5206a979650e79a260a0d8ddc40d77a53f7c0c96858b2b611b653a3d98,,3
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find Zombie Session.ipynb,True,python3,python,3.10.11,True,,,,1.238,False,,,False,,,65134233bfe18d23ee2fe9ca14d0e24daeadb1dfc3842731d91b56396007ea43,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Find drivers with improved fuel effeciency.ipynb,True,python3,python,3.10.11,True,,,,1.239,False,,,False,,,6c31f71d40d7db4665d7166ebeb01e9f9b79eb8cdff6e4252dec5b4530ea55e7,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Finds Books with No available Copies.ipynb,True,python3,python,3.10.11,True,,,,1.238,False,,,False,,,dfddea1bd3b8d5f3c2230e136a0c3cb155770fb8ede71617c5c09ee12f5383bd,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Finds Products with valid serial number.ipynb,True,python3,python,3.10.11,True,,,,1.228,False,,,False,,,7af1682adf4891f0033b0fe68887a333c90e481e9636ce21c4bbece63066dbd5,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Finds Students Who Improved.ipynb,True,python3,python,3.10.11,True,,,,1.224,False,,,False,,,1e0786acf316271f86a323b17d812f7d4acdaf4de9e0491a9068fab9be0f928c,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/First Letter Capitalization II.ipynb,True,python3,python,3.10.11,True,,,,1.23,False,,,False,,,f4211b8a50778d2e5ae26e5da0eab443a70bbb61f4fc953c7a2a9dc7d645d685,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Fix Names in a Table.ipynb,True,python3,python,3.12.4,True,,,,1.226,False,,,False,,,1b5f5efbd90fbfbf6514920b23684e43670621d5b311279b954aecbb7216e4c4,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Game Play Analysis I.ipynb,True,python3,python,3.10.11,True,,,,1.251,False,,,False,,,30ca28baf4daee930e5b11bedb25ceeaee31e4a348a54e311bfa0798a3606625,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Group Sold Products By The Date.ipynb,True,python3,python,3.12.4,True,,,,1.234,False,,,False,,,a4521a26bc372f031b408ae09f495bd79c6052ef55ad99aec3bf6b9cc5e9c859,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Human traffic Stadium.ipynb,True,python3,python,3.10.11,True,,,,1.21,False,,,False,,,057bb25beb0f4ccbe505814b4df64a368806a55281b0a81e03cf11915d0401a9,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Nth Highest Salary.ipynb,True,python3,python,3.10.11,True,,,,1.26,False,,,False,,,74118a86c710e14bbf8c684b690362616893a502641ba69206bea00b93c1be49,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Number of Unique Subjects Taught by Each Teacher.ipynb,True,python3,python,3.12.4,True,,,,1.239,False,,,False,,,66ac20f9487d8ac284856229aec4189224f627337113805de7c66a16e2011ae9,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Patients With a Condition.ipynb,True,python3,python,3.12.4,True,,,,1.237,False,,,False,,,a588ee280427d9ab747eb12776fb7c71b9de0d3676a96592c918e165ff9b040b,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Rank Scores.ipynb,True,python3,python,3.10.11,True,,,,1.237,False,,,False,,,a5f5aa8de423640234ea2eded470ea8f8a14b94ee9dfcdecbf9ef1017afdafbb,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Rearrange Products Table.ipynb,True,python3,python,3.12.4,True,,,,1.235,False,,,False,,,9f92c9221c478e120830452c4c190aec1c2f13c396d6605b5e949f3633aa97d4,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Reformat Department Table.ipynb,True,python3,python,3.10.11,True,,,,1.226,False,,,False,,,0c3491ff8303235dea666e96d0edafc812c0bccc16f6c89efe137dbfe927a53e,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Replace Employee ID With The Unique Identifier.ipynb,True,python3,python,3.10.11,True,,,,1.227,False,,,False,,,e31bde88d2ad1efc727b8bdc4141600a18afd7d78382a3c7d0f85196c81e2941,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Sales Person.ipynb,True,python3,python,3.10.11,True,,,,1.217,False,,,False,,,9630146120aa105cc2ee083ff32c304b9e890ed991fe7e6f8d249a9e33ae466c,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Seasonal Sales Analysis.ipynb,True,python3,python,3.10.11,True,,,,1.234,False,,,False,,,8f76dbb40733e588fa0ce5ef70d738755806471257760be1e6904e97e677c8d6,,2
iqbaldiit/leetcode-problem-solution,main,Panda 50/Second Highest Salary.ipynb,True,python3,python,3.10.11,True,,,,1.228,False,,,False,,,fc3372af8b99752f8039a04c900b234b7ded537afe20bc93d3d96a9aed0d1604,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Swap Salary.ipynb,True,python3,python,3.12.4,True,,,,1.235,False,,,False,,,ea9288e16ed4b0ed3c00df3545cd36964d0a4cba39a92c1f750454292497ccf4,,1
iqbaldiit/leetcode-problem-solution,main,Panda 50/Trips and Users.ipynb,True,python3,python,3.10.11,True,,,,1.251,False,,,False,,,739b7b56b286faa83538c18521557938110e18d6d1eb05985708e012abee418b,,2
rimas-kudelis/wingsearch,master,scripts/json-transformer.ipynb,True,python3,python,3.12.2,False,ModuleInstallFailed,,,0,True,False,pandas,True,False,0412ce6a9e62c2f2a4c39fe71d97ab2bbca415cb4248403cfd46f251614d6371,,4,0
anilkamber/anilkamber.github.io,main,assets/jupyter/blog.ipynb,True,python3,python,3.6.2,False,PythonVersionIncompatible,,,0,False,False,,True,,1911fde84433cc2e5615102753b6b32297e17547a9eef6fe1a94d2e930ce11a9,,1,0
SongQingHao-Yang/SongQingHao-Yang.github.io,master,markdown_generator/publications.ipynb,True,python3,python,3.6.1,False,PythonVersionIncompatible,,,0,False,False,,True,,efd795a9ff9eff2d05daa9bb11c89b302a379ef1fa41e00367be3eb240114fe9,,4,0
SongQingHao-Yang/SongQingHao-Yang.github.io,master,markdown_generator/talks.ipynb,True,python3,python,3.6.1,False,PythonVersionIncompatible,,,0,False,False,,True,,154a8074b939a8138fa3360a3f562547238169ac716f19751254f930715e1d85,,4,0
SongQingHao-Yang/SongQingHao-Yang.github.io,master,talkmap.ipynb,True,python3,python,3.5.2,False,PythonVersionIncompatible,,,0,False,False,,True,,f61bccf314f50d12bfc10901b3674e3ac55b946219ce0afeb0e63bc1cbab1984,,3,0
lstbl/DENV_cleavage_predictor,main,DengueProtease.ipynb,True,python3,python,3.12.11,False,ModuleInstallFailed,,,0,True,False,"numpy,torch,torchvision,torchaudio,torchinfo,matplotlib",True,False,5156d9292257e927430c885c193ff488a564f071e896aafefa3d7f836f706810,,9,0
garthajon/QuantFinanceIntro,main,52weekGraph.ipynb,True,python3,python,,True,,,,4.194,True,True,"yfinance,matplotlib",True,False,9c4914daaef314a0243c8b7325c34352abaf9ce36be752f2a27980f4c4c2d30a,514e5b14c8f828de41677a4470067f2fba1de099003cfc31398399e4311e9716,3,22
garthajon/QuantFinanceIntro,main,AMD_GeometricBrownianMotion_SDE_Monte_Carlo_future.ipynb,True,python3,python,,True,,,,2.335,False,,,True,False,b29880ca35e4fb40ac99646e3bfea4b0288f97b72e47cd2425e1c7e7ea32e448,466c01e4d203b611ea30ca99b162ae2ab79af469e9df10c235c69a98f3053a52,7,7
garthajon/QuantFinanceIntro,main,COIN_CallOptionPriceChangeProjection.ipynb,True,python3,python,,True,,,,3.138,True,True,scipy,True,False,4a684eab241097bd66217bb079592fa5ac798b19c1fa97dd77109d0906ce359a,e547240c8fe9e8104d1443f3355b7869daa39b6033ec566cbd42c2d40523af8d,3,5
garthajon/QuantFinanceIntro,main,COIN_GeometricBrownianMotion_SDE_Monte_Carlo_future.ipynb,True,python3,python,,True,,,,2.324,False,,,True,False,2d608155642f462e64a925e9af55666190651e8a56069ae7294c18eba7620424,d64313233801731c0f76ef2e9c96bb1612ef3a354308ed5c509f30be9e4bb260,7,7
garthajon/QuantFinanceIntro,main,CallOptionPriceChangeProjection.ipynb,True,python3,python,,True,,,,2.86,False,,,True,False,48353e51980fd71bd531b931f031e60236d55412cf8b66d62e123bb71e1877b0,e547240c8fe9e8104d1443f3355b7869daa39b6033ec566cbd42c2d40523af8d,3,5
garthajon/QuantFinanceIntro,main,PutOptionPriceChangeProjection.ipynb,True,python3,python,,True,,,,3.134,False,,,True,False,55225e81f1205ec9c2d76784dfeeb39fbabff8e926f571025a55f157a01b15c1,e547240c8fe9e8104d1443f3355b7869daa39b6033ec566cbd42c2d40523af8d,3,5
garthajon/QuantFinanceIntro,main,TopUSDigitalStocks_MainStats.ipynb,True,python3,python,,True,,,,20.81,True,True,tabulate,True,False,89aba75b68c00890064a77073ca39bedafbec961d0f4879afa6a3a07574228fe,837de9ce777d36daffa258f749ed4c606f195378b0e19caf517fb32baa71afc5,62,143
garthajon/QuantFinanceIntro,main,ZSCORE_ANNUALISED_UNIQUE_STOCK_GOOD_ONE.ipynb,True,python3,python,,True,,,,3.843,False,,,True,False,cd3e434aab943098c37134a98a70012d4f93dba7928fd6f4a9ac0d16fae0c877,47e497bc12e663fa59a51735245a2a85f345e3afce442b197395ae60c6dd2ac9,3,3
garthajon/QuantFinanceIntro,main,ZSCORE_GARCH_PREDICTION_WITH_MONTE_CARLO_SIM.ipynb,True,python3,python,,True,,,,3.549,True,True,arch,True,False,28b597e932c9f971bd677339d85f273fb4d802dece4244dab4e5b7f5d2e5a30f,0035d75ee9db5aa7ea9799065c218876fd8337118e9eb8c2c741471bafe90040,4,3
garthajon/QuantFinanceIntro,main,ZSCORE_TRACKING_WEEKLY.ipynb,True,python3,python,,True,,,,1.969,False,,,True,False,f6800dc0e48d8824aa96e792815c7ff9668d3c40a8fd3888e70eaef1d6e48efd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2,0
garthajon/QuantFinanceIntro,main,ZSCORE_WEEKLY_WITH_GARCH.ipynb,True,python3,python,,True,,,,3.343,False,,,True,False,86325d5f4a3623ad376fb88c4427a9fcd69ba28dae690449ef850f97956f43f2,83485293e0ccb656eb81a77cac1ef011120ec7df4730d6d4bb295aa2cdec1917,4,3
garthajon/QuantFinanceIntro,main,findingbestfitdistribution_forPLTR.ipynb,True,python3,python,,False,AttributeError,,,8.827,False,,,True,False,f1e8ede13988b563358f477a63656c80d3bdc03d958bc649bbf658a0cb6c9025,,4,0
garthajon/QuantFinanceIntro,main,itosLemma_splitbetweendrift_and_weinerprocess_inbrownianMotion.ipynb,True,python3,python,,True,,,,1.317,False,,,True,False,2a617d6216814f9c9fc1f281a1b58143f93b036c3e46598d5493281e081bdcd0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0
