repo_full_name,repo_default_branch,file_path,nb_ok_parse,kernel_name,language,python_version_declared,exec_ok,error,exc_name,failed_cell_index,elapsed_s,retry_attempted,retry_success,installed_modules,original_found,outputs_equal,outputs_hash_orig,outputs_hash_exec,n_outputs_orig,n_outputs_exec
garthajon/QuantFinanceIntro,main,stockcorrelation.ipynb,True,python3,python,3.8.8,False,TypeError,,,5.407,True,False,seaborn,True,False,e0fdce74f548e87af36b08677d2b8683feed4e4dff1f92184684823dc3979806,,22,0
garthajon/QuantFinanceIntro,main,zSCORE_TIMESERIES_HIGHVOLATILE_STOCKS.ipynb,True,python3,python,,True,,,,2.42,False,,,True,False,f786d5fd85fdd8a8c6d99ad650a9b287e6064d48b4f07b755ce56fb83bc0233b,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2,0
garthajon/QuantFinanceIntro,main,zcore_stock_screen_ftse100_UK.ipynb,True,python3,python,,True,,,,15.169,False,,,True,False,a33c7319b7519ded43b616d9a2a12e0e5e5f71aded31dcf36c1bda628830fda3,e6ff6d679b120842ddcba61ef780e59017beacde627df714847e2c0df434c15e,2,3
garthajon/QuantFinanceIntro,main,zscore_stock_screener_weekly.ipynb,True,python3,python,,True,,,,23.786,False,,,True,False,2c0e27490eb71c468bbcbaa680eb0f12ab685113445c063b35ed4451adc427a6,5d51ccdbb3ec67d08d09c797e6a97286b56be9a8cfa56ae93b2b551306f508c7,2,2
garthajon/QuantFinanceIntro,main,zscorestockscreen_annualised_goodone.ipynb,True,python3,python,,True,,,,178.594,False,,,True,False,ad3e3a0c2d24ed787880e2d119afae5dc3d21e4dc7e7a521ad97c8e5996587ac,0c9f2b377468417bf598b1ac8dc8dcbbd10a01cb7f81f780fc20476390473122,24,14
As17-01/brain_signals,main,notebooks/embedded/Comparison_plot.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,1.423,True,False,matplotlib,True,False,5c00aa46f7a3a95c61b9bd28d7f6d226c03e4124853777da4caab898f18a8130,,1,0
As17-01/brain_signals,main,notebooks/embedded/GRUv1.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.769,True,False,"pandas,tqdm,tensorflow,tensorflow-gpu,ncps",True,False,6a784aca81ec9e4d9c1196e09cb8d23ba1a310b27fd63a5af389497b34c4b39d,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv1_emb1.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.617,False,,,True,False,82f9fd98ee437f9618e46c9e600dcde480513899e1c6bd2f27083c78246d2412,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv1_emb2.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.665,False,,,True,False,d3653020d8414b9df401b1e0479f16d291abcf8c00d48f9999c7f2821dbe3000,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv1_emb3.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.722,False,,,True,False,ff6b691479c0f9e0437e1a152067a42064460090fe01c1d4dd9256ef011543bc,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv1_emb4.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.627,False,,,True,False,f2cba5730a33500fc647aa7fea1eafb5dabeb53e4fa3d2f21ca5d20a4214a2dd,,21,0
As17-01/brain_signals,main,notebooks/embedded/GRUv1_plot.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,1.416,False,,,True,False,e7da3322d975128b20f90993a5d657bb8b21e73bb735cd8a35e143cd7c502cbb,,1,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.626,False,,,True,False,34fc402650c830e726315149cb5cf9b9480a8f79359e75d1fe9110379693b3bb,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_conv.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.65,False,,,True,False,8e0dbfdc2d2db6450d12cac2018244f219b1184f00e80d0764e187c95cdccdeb,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_conv2.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.76,False,,,True,False,2c0cb195f7f8459e1c0fb584d60556588f126de3605cb67cd6659f689f4306dc,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_conv_expanded.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.672,False,,,True,False,bbf3f1a7b3776f1e3a2b62a90eb0ff17795def2fbbabefd8ca9c07b136108aa5,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_emb1.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.777,False,,,True,False,a8324f921ee40aded7b2fdd35533792d62e7f789079c1083184f04fe8e658c88,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_emb1_expanded.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.619,False,,,True,False,4e90ebcb1c4e7a3df687296b8efa64e329ab077a6f6008f054e68ac462a41c7b,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_emb2.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.624,False,,,True,False,24c15cb56968e46c43669c6049732033a7127815d02b186cc21531f261100c67,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_emb3.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.64,False,,,True,False,b301f3de6746d5bf7aaa8c97843f662bbd7b60eb56a64c63745ba30158ffb9d8,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_emb4.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.626,False,,,True,False,e515bd062e097c2c8be4547c058d94ce508238f61ddb49fe5aa633792e56548e,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_expanded.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.721,False,,,True,False,42d67f440bb5cb9ddfef9922c91530c499aea8d7f4039a36c5422a2667380cbd,,22,0
As17-01/brain_signals,main,notebooks/embedded/GRUv2_plot.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,1.424,False,,,True,False,88a25611cffdf286f5534d7d0d408cb7c4a0aa45464abbbbe37fc176642bc156,,1,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv1.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.743,False,,,True,False,6ae52408d057325284017c616d563d8930dc4cfa0f29b19cebc86fd55cff027d,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv1_emb1.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.63,False,,,True,False,0d841ae92d1ee17425c70577595b94fdfba32479a2819bca788b6d09e2228e01,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv1_emb2.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.656,False,,,True,False,ebf78bd5c5c0b32297940ffaac0d70abbd0750b793c7c9b66464a5f4e88973a0,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv1_emb3.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.607,False,,,True,False,7e7d60cc5d232015d8b8913246733779a238815655257ef315a917877c85c324,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv1_emb4.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.631,False,,,True,False,2f4ca428fcc7f78d355e50211fc51fa927035c7e464f8ad0374ad2e8b465063c,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv1_plot.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,1.422,False,,,True,False,67e1387312d5301a1106f2c866bfc994edd0e2310db276f53c2bfcd6bad79838,,1,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv2.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.613,False,,,True,False,4ffd1c2c893d46806bd7bef5a1d20f13f6aa6598000fbbc8ba65e59b24223dcb,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv2_conv.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.674,False,,,True,False,5b738ff1d6fbb59ccef1b0f30684de4c5be4f40f56aabbea712f52b7723a90e1,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv2_conv2.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.718,False,,,True,False,385f36cb36f743fd131796c8fc506d6f7b0dc45eac5869c0c51ac0736ae6cf63,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv2_conv_expanded.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.765,False,,,True,False,a7cf9a1dbb50909c2004813c263175151ad2f505533c076039b2cf3af3340781,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv2_emb1.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.78,False,,,True,False,c28dbfcce812b8aa5067e64e9de753c3a32b12a3b0f3b962d114a791b1586343,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv2_emb1_expanded.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.716,False,,,True,False,bd64e5870345d76d79e8c4af0e705fefc50dfde4f114e7eae2437cbe149b8ad2,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv2_emb2.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.74,False,,,True,False,3ea437621e803c46128cf2a7f73907672a10b0b02b26fd5de1eb11cd035fa1eb,,22,0
As17-01/brain_signals,main,notebooks/embedded/LSTMv2_emb3.ipynb,True,python3,python,3.10.12,False,FileNotFoundError,,,3.622,False,,,True,False,05ccb3c9cc8660792e4f5455cb1e65e707dff79b0a42e1676f0b82bf983222e0,,22,0
