repo_full_name,repo_default_branch,file_path,nb_ok_parse,kernel_name,language,python_version_declared,exec_ok,error,exc_name,failed_cell_index,elapsed_s,original_found,outputs_equal,outputs_hash_orig,outputs_hash_exec,n_outputs_orig,n_outputs_exec
Sharp-4rth/temporal_belief_analysis,main,notebooks/03_timeline_building.ipynb,True,python3,python,2.7.6,False,TimeoutExpired,,,30.011,True,False,aa777ec4709028f3315c318495db61ffe172c43813b06ee1e4c68d0dbadbfdfd,,9,0
Sharp-4rth/temporal_belief_analysis,main,notebooks/04_change_detection.ipynb,True,python3,python,2.7.6,False,FileNotFoundError,,,10.133,True,False,8aeafc462e20af0e38e038e93a21689fab8c845aefe8a36ecede7a3b3bd45092,,13,0
Sharp-4rth/temporal_belief_analysis,main,notebooks/05_window_extraction.ipynb,True,python3,python,2.7.6,False,TimeoutExpired,,,30.008,True,False,b746144f5097cf1046bf55c0e4b8b3f0c42e46c467ae67dbd90a80404b6ae9f1,,1,0
Sharp-4rth/temporal_belief_analysis,main,notebooks/07_neural_attribution.ipynb,True,python3,python,2.7.6,False,TimeoutExpired,,,30.018,True,False,347c043c93220b98e4f7439b075085b06c067810fe27a72882c6f41c23233295,,7,0
Sharp-4rth/temporal_belief_analysis,main,notebooks/08_bert_fine_tuning.ipynb,True,python3,python,2.7.6,False,FileNotFoundError,,,6.334,True,False,b2dc7a15044dc2c8fb0ce005189a222e9cd07e64907d2d56c66485a3981841ce,,14,0
Sharp-4rth/temporal_belief_analysis,main,notebooks/09_bert_domain_adaptation.ipynb,True,python3,python,,False,FileNotFoundError,,,3.669,True,False,935573711236ae2e9c7db335b1c1b1bd2c1efdc4e4f04466a1863d8424e0da53,,9,0
Sharp-4rth/temporal_belief_analysis,main,notebooks/10_stance_detection_wbert.ipynb,True,python3,python,2.7.6,False,FileNotFoundError,,,3.861,True,False,5cdcd68a0eb34b2ebddf54a5e5c3172e1933d71d13eaeda6b14093a25526585a,,8,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2 1 2_Images_with_python_library_CV.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,3.619,False,,,,,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2 2 1_basic_image_manipulation_PIL.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,2.246,False,,,,,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2 2 2_basic_image_manipulation_open_CV.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,2.162,False,,,,,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2 3 2_ Histograms and Intensity Transformations.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,3.162,False,,,,,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2 4 1_Gemetric_trasfroms_PIL.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,2.292,False,,,,,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2 4 2_Gemetric_trasfroms_OpenCV.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,2.216,False,,,,,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2 5 1_Spatial_Filtering-PIL.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,2.205,False,,,,,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2 5 2_Spatial_Filtering.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,2.263,False,,,,,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/2.1.1_Images_with_python_library_PIL.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,2.408,True,False,f04f1dddb026a706b101d47feaede5ef474b0a2c33247d1596a0822bec8194d1,,36,0
Subin-Vidhu/2025,main,0_Coursera/1_Introduction to Computer Vision and Image Processing/Code/Digit Classification with Softmax.ipynb,True,python3,python,3.7.12,False,ModuleNotFoundError,,,3.041,False,,,,,0
TUDelft-books/CT1000,2025-draft,book/week_10/session/intro_data/Untitled-1.ipynb,True,python3,python,3.12.11,False,ModuleNotFoundError,,,3.034,True,False,63b8edf4053bac77eb6b000827b50187142f7bdd20002f307667ead2378deffe,,31,0
TUDelft-books/CT1000,2025-draft,book/week_12/session_3/intro.ipynb,True,python3,python,3.9.18,False,ModuleNotFoundError,,,1.693,True,False,528dda5bbf8511f212a65428ee597d3f8aeb637b489d6f2ee62d461d2601681b,,2,0
TUDelft-books/CT1000,2025-draft,book/week_13/session_1/intro.ipynb,True,python3,python,3.9.18,True,,,,1.198,True,False,528dda5bbf8511f212a65428ee597d3f8aeb637b489d6f2ee62d461d2601681b,04da67c442afafe4b0cc01c6395ff3f47cd2afc4aa9954b38c5f3e6f99416867,2,1
TUDelft-books/CT1000,2025-draft,book/week_14/session_1/intro.ipynb,True,python3,python,3.9.18,True,,,,3.995,True,False,528dda5bbf8511f212a65428ee597d3f8aeb637b489d6f2ee62d461d2601681b,4a62156a2855505ec14fcce8729de30d9d7d43fc745988371f2b1ea82d634244,2,1
TheYuanLiao/netmob25,main,src/1-raw-data-processing.ipynb,True,python3,python,3.11.13,False,ModuleNotFoundError,,,2.674,True,False,8035e5d63b2b7b6f8088592b17fc97db537c952f27d9578813beaab2b74b1a14,,39,0
TheYuanLiao/netmob25,main,src/10-spa-set-vs-visits.ipynb,True,python3,python,3.11.13,False,ModuleNotFoundError,,,1.321,True,False,ad1c8be5ef77dc9d25c878ba6444144b86ea65a8387ed63dfd2560c5d36389cf,,25,0
TheYuanLiao/netmob25,main,src/11-dag-tests.ipynb,True,python3,python,3.11.13,False,ModuleNotFoundError,,,1.419,True,False,ffef5cfa733321324144b1e1ce5acd7ba714e8bc8ee0ea2231c3d5db035ea910,,7,0
TheYuanLiao/netmob25,main,src/2-mobility-quantification.ipynb,True,python3,python,3.11.13,False,ModuleNotFoundError,,,1.503,True,False,77ba56b773e685649f971f1597341d41d0c234424f4c459bd0170bcaf5eb5e49,,35,0
TheYuanLiao/netmob25,main,src/2-poi-activity-association.ipynb,True,python3,python,3.11.11,False,ModuleNotFoundError,,,1.418,True,False,d9472377407e5518a7c46098f6be1935272e14000ec45eff8f3ac13957eb8975,,10,0
TheYuanLiao/netmob25,main,src/3-accessibility-data-prep.ipynb,True,python3,python,3.11.11,False,ModuleNotFoundError,,,1.606,True,False,823b9252d17844a0e60ff6e54337f1ec15b5c08384226e4ad873660f2224e4b3,,70,0
TheYuanLiao/netmob25,main,src/5-sp-accessibility-kh-prep.ipynb,True,python3,python,3.11.11,False,ModuleNotFoundError,,,1.497,True,False,86d18194ef960d19bab9f5f80fcf9e89e366bf95db328f0f0096158191a9bac9,,37,0
TheYuanLiao/netmob25,main,src/7-sp-accessibility-results-organizer.ipynb,True,python3,python,3.11.13,False,ModuleNotFoundError,,,2.018,True,False,5fc0c91b6a1779b1a9645d9c6ac93f2f407c666c044c4f1a9642ec3348e8fc9a,,16,0
TheYuanLiao/netmob25,main,src/8-sp-accessibility-desc.ipynb,True,python3,python,3.11.13,False,ModuleNotFoundError,,,1.494,True,False,a4d2cca9984be6a5e3c0199a53764622fa89a99a6f6f26a92d395a104b7ee843,,33,0
Twinspeedr/P_School,main,notebooks/MikeXClass/DUDLPythonSec27to31.ipynb,True,python3,python,,False,StdinNotImplementedError,,,2.55,True,False,10dd0d6964170c82ae5abe790eeb65cdacb298231c583b151436b7ea4032ec34,,184,0
UCL-CCS/ferrmion,main,docs/source/notebooks/bonsai.ipynb,True,python3,python,3.13.1,False,ModuleNotFoundError,,,3.222,True,False,674eee58a0798d2fc96fa015e4df378acb17cbbde4a9e16fff9e35ca28fedf71,,7,0
UCL-CCS/ferrmion,main,docs/source/notebooks/growing_trees.ipynb,True,python3,python,3.13.1,False,ModuleNotFoundError,,,1.645,True,False,963575fbfa90111e2987f3167af8ca28ded00bf2711a472f18e4b5b80468c05b,,15,0
UCL-CCS/ferrmion,main,docs/source/notebooks/hubbard_hamiltonian.ipynb,True,python3,python,3.13.1,False,ModuleNotFoundError,,,1.505,True,False,431ea8ccbd80f181b29ed681265a45704c836223f85e3e5b08e7608a4cc8c8fd,,9,0
UCL-CCS/ferrmion,main,docs/source/notebooks/huffman.ipynb,True,python3,python,3.13.1,False,FileNotFoundError,,,1.485,True,False,b0cfc74e4eb81ed491e911e3f80f0fbc8f9d1d85bafa80e08abcfb65e0e5fabb,,17,0
UCL-CCS/ferrmion,main,docs/source/notebooks/molecular_hamiltonian.ipynb,True,python3,python,3.13.1,True,,,,3.068,True,False,5a2ecdac66376f2e64a381ada3bb73e222053aae69562c83ad42881cd6e0b968,4c6b81d2ced891b4f8187e4fc862d4ed92fcf038201f8f44b072d9870df3a2ea,7,7
Victorgame59/student-score-prediction,main,notebooks/.ipynb_checkpoints/student_scores-checkpoint.ipynb,True,python3,python,2.7.6,False,TimeoutExpired,,,30.014,True,False,2cf3d87620b2f421a2ddc7336d7f84d327b451f1a0e40748f03e7fcdc953e49c,,13,0
Victorgame59/student-score-prediction,main,notebooks/student_scores.ipynb,True,python3,python,3.12.7,False,FileNotFoundError,,,15.515,True,False,2cf3d87620b2f421a2ddc7336d7f84d327b451f1a0e40748f03e7fcdc953e49c,,13,0
YoussefHeshamAlsoly/DataCamp,main,2_intermediate_python/2_1_matplotlib.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,2.386,True,False,f67db508fd7da4723dc5f0736bfa66fa5dec0767ad5133b15bdc7ceb1580ee67,,11,0
YoussefHeshamAlsoly/DataCamp,main,2_intermediate_python/2_2_pandas.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.263,True,False,1280c6e63f1dcc4d9a63fb5d44ef48631ac6787296c56c49aa973188869b7bd4,,7,0
YoussefHeshamAlsoly/DataCamp,main,2_intermediate_python/2_3_numpy_comparison_operators.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.261,True,False,a3478422db7c6f191cd5eab183f151b8df5c979dec1583145640da6ec9efd600,,2,0
YoussefHeshamAlsoly/DataCamp,main,2_intermediate_python/2_4_filtering_pandas_dataframes.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.258,True,False,df2f5bf0af3f16b906443a37c7cb197fee6de74bfa2cbc32313042482652ac30,,5,0
YoussefHeshamAlsoly/DataCamp,main,2_intermediate_python/2_5_testing.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.257,True,False,803888ae77c7a7af3c032defe2457c33c0235ef9ee7ba1987418f10a39d55b02,,5,0
YoussefHeshamAlsoly/DataCamp,main,4_Data_Manipulation_with_pandas/4_1_pandas_intro.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.26,True,False,87aaa7e5e03d18e5844f015aa0611de5e8d5599241a25e6ec301aaeb000bbb14,,5,0
YoussefHeshamAlsoly/DataCamp,main,4_Data_Manipulation_with_pandas/4_2_summary_stats.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.264,True,False,c2ecdd81d8d296fe2b52b46ebdfd0e637736995ff10c292aeb751466a9fa336d,,11,0
YoussefHeshamAlsoly/DataCamp,main,4_Data_Manipulation_with_pandas/4_3_slicing_and_subsetting.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.258,True,False,ed6fb99197ddb656d1e7c0f2872c6048b0e607fc0503d1c5be3b9d83888cf128,,11,0
YoussefHeshamAlsoly/DataCamp,main,4_Data_Manipulation_with_pandas/4_5_visualizing_dataFrames.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.258,True,False,901bebaff35ee4489f364cd51171640c30b1e9b4dd795017f273efa7971a6ee1,,10,0
YoussefHeshamAlsoly/DataCamp,main,4_Data_Manipulation_with_pandas/4_6_missing_values.ipynb,True,python3,python,3.10.0,False,ModuleNotFoundError,,,1.28,True,False,702e2ff7f2054b48220387208e60765e6ad2d70f03d776db2b3f1b733ad0a970,,8,0
aZRielshANE18352/WbFxAGkY,main,02.ipynb,True,python3,python,3.11.2,False,ConnectionError,,,3.421,True,False,430424d480210cfd853d1721f3ab869b8f4dd7fa34ae70952073c06bc3e27e4e,,10,0
aZRielshANE18352/WbFxAGkY,main,1_Traces_2019_Append.ipynb,True,python3,python,3.8.12,False,ModuleNotFoundError,,,1.29,True,False,eba91c14c9ad43384bd0bc07e14efb00499ae3c3063e96d2c666e5affb5b2000,,65,0
aZRielshANE18352/WbFxAGkY,main,2_Traces_2019_Merge_Jobs_Selection.ipynb,True,python3,python,3.8.12,False,ModuleNotFoundError,,,1.281,True,False,8b12d99619dafcfc6c589856b2908174aa0e7cf1786890fa052ad4af43d51d44,,21,0
aZRielshANE18352/WbFxAGkY,main,AutoML_Batch_Learning_Dataset_1.ipynb,True,python3,python,3.6.8,False,ModuleNotFoundError,,,8.962,True,False,7842e006cea84eae57c52788ee7c197360609584eeb90fcee5efae343840fa13,,21,0
aZRielshANE18352/WbFxAGkY,main,Chatbot.ipynb,True,python3,python,3.7.3,False,ModuleNotFoundError,,,1.444,True,False,9924f340d51119b60847f96d24f34bfb4efc5da764f2675937b0fb3d983358b3,,4,0
aZRielshANE18352/WbFxAGkY,main,Collaborative Filtering.ipynb,True,python3,python,3.7.3,False,ModuleNotFoundError,,,1.708,False,,,,,0
aZRielshANE18352/WbFxAGkY,main,ControlNet_+ArtLine_.ipynb,True,python3,python,,False,UsageError,,,1.23,False,,,,,0
aZRielshANE18352/WbFxAGkY,main,DataScience-Results-Analysis.ipynb,True,python3,python,3.12.2,False,FileNotFoundError,,,1.782,True,False,127ca5b4e377d3ef753f8946277da9b4b5c651b8b2f0a9a1f4df9b71eb34507b,,21,0
aZRielshANE18352/WbFxAGkY,main,Educational_Tutor_AI_Assistant_Code_Walkthrough.ipynb,True,python3,python,,False,ModuleNotFoundError,,,8.539,True,False,79661ad8996af2c387190f264706fb2b5a2e829b4c90767a42148585cc14caf6,,8,0
atorgoffice/launcher-app,main,DeFooocus_colab.ipynb,True,python3,python,,True,,,,12.926,True,False,90ba8c0b1fc55f70a2320c9c6946c4a57eb53230b67d2ce2b351c9fef9cf8f43,5cf4c9f9feb302b09136b7b72b849966b98b02399146bbf3e26f10617f274599,1,24
boomshineking/Azure-ML-Deployment,main,RandomForestRegressor.ipynb,True,python3,python,3.6.7,False,TimeoutExpired,,,30.005,True,False,7180fd1b04e6b38d21f4d060f3a0d62c25853698324d981a0db09dba780246d2,,58,0
c0z0c/sprint_mission,master,Learning/learning_LSTM.ipynb,True,python3,python,3.10.18,False,ModuleNotFoundError,,,6.272,True,False,3e5c5376c21e784554230d0eeba64ff016eecb5251ee0da195e61c63021c4b4c,,12,0
c0z0c/sprint_mission,master,Learning/notebook_template.ipynb,True,python3,python,3.10.18,False,ModuleNotFoundError,,,1.987,True,False,2608b4a5c2e01f77ecfe28657700ab3ee82277fa5ce915cb45da9a19a7fc1304,,2,0
c0z0c/sprint_mission,master,Learning/notebook_template_딥러닝.ipynb,True,python3,python,3.10.18,False,ModuleNotFoundError,,,1.679,False,,,,,0
c0z0c/sprint_mission,master,Learning/notebook_template_사전학습.ipynb,True,python3,python,3.10.18,False,ModuleNotFoundError,,,1.745,False,,,,,0
c0z0c/sprint_mission,master,멘토/CensusIncome/CensusIncome.ipynb,True,python3,python,3.10.18,False,ModuleNotFoundError,,,3.759,True,False,ac59e5eed44b42365d2a3809bf151917e656b93210766c5d591dd269cebd48d6,,153,0
c0z0c/sprint_mission,master,스프린트미션_완료/09_4팀_김명환.ipynb,True,python3,python,3.10.18,False,ModuleNotFoundError,,,7.25,False,,,,,0
c0z0c/sprint_mission,master,스프린트미션_완료/미션1_5팀_김명환.ipynb,True,python3,python,3.10.18,False,StdinNotImplementedError,,,1.447,False,,,,,0
c0z0c/sprint_mission,master,스프린트미션_완료/미션2_5팀_김명환.ipynb,True,python3,python,3.10.18,False,ModuleNotFoundError,,,1.723,False,,,,,0
c0z0c/sprint_mission,master,스프린트미션_완료/미션3_5팀_김명환.ipynb,True,python3,python,3.10.18,False,ModuleNotFoundError,,,4.739,False,,,,,0
carmen-carrasco/Henri_Pirenne,main,code/Analyse de résultats.ipynb,True,python3,python,3.13.2,False,ModuleNotFoundError,,,9.022,False,,,,,0
carmen-carrasco/Henri_Pirenne,main,code/V5-Automatic_correction_of_manuscripts.ipynb,True,python3,python,3.13.2,False,FileNotFoundError,,,21.618,True,False,99d441832cf453beca2eb390f57f527765a0aa0490a3a5ebdebccbf398c1d39d,,15,0
carmen-carrasco/Henri_Pirenne,main,code/V6-Automatic_correction_of_manuscripts.ipynb,True,python3,python,3.13.2,False,FileNotFoundError,,,15.819,True,False,7cbdfe8ab3d5de380089e7989b960b6da1aa8b87992b1eb6485cbf11fad731ad,,23,0
carmen-carrasco/Henri_Pirenne,main,code/erreurs.ipynb,True,python3,python,3.13.2,False,ModuleNotFoundError,,,2.251,True,False,cb753c4b0cbff7d5290626826fe29c9a96426634ca9cdcf042a7f2bad7aa32f9,,1,0
carmen-carrasco/Henri_Pirenne,main,code/erreurs_ms1.ipynb,True,python3,python,3.13.2,False,ModuleNotFoundError,,,1.82,True,False,1f04ea2da4ad80d50604bc2e4bac9b888d4faa569c10d5cbd0adc0fd138e228c,,1,0
complex-reasoning/RPG,main,examples/ppo_trainer/verl_getting_started.ipynb,True,python3,python,3.10.10,False,TimeoutExpired,,,30.838,True,False,d0c4e53b55b551496f4cc2411b458e3895dc4da7c90bc1b9951ce3460596dab3,,8,0
complex-reasoning/RPG,main,examples/ray/tutorial.ipynb,True,python3,python,3.9.2,False,TimeoutExpired,,,30.127,True,False,c0ace1fe06678b7647b1f711c8a2b515d4acbe30fa1d1c314f66bb9ae319e120,,15,0
dalloliogm/kaggle_competitions,main,0-00001-gain.ipynb,True,python3,python,3.11.13,False,ModuleNotFoundError,,,2.753,True,False,0a0c604014cf273347e6f372dbad845a1a8fa81951aaff460407cc6e245d74b0,,1,0
dami2106/Craftax-Skill-Data,main,Skill_Learning/check_skill_splits.ipynb,True,python3,python,3.10.15,False,ModuleNotFoundError,,,3.042,True,False,9983773d39b3fb09ee772dad62638d52843ae0256ce1b7b36db25ce387d79c87,,3,0
dami2106/Craftax-Skill-Data,main,Skill_Learning/testing.ipynb,True,python3,python,3.10.15,False,ModuleNotFoundError,,,2.129,True,False,ac1bd458113048bffc7f353560d85f5517ca3368ffc498f75b2beb3b245bee6f,,4,0
dami2106/Craftax-Skill-Data,main,test_bc.ipynb,True,python3,python,3.10.15,False,ModuleNotFoundError,,,1.827,True,False,452717e40a35edb3dfb9b54291b233248b227784760bbd164d7211492fe149a0,,7,0
demetrio088/different-experience,main,checking_correlation_lag/checking_correlation_lag.ipynb,True,python3,python,3.11.7,False,ModuleNotFoundError,,,12.24,True,False,f63bb0b25e265379ebc19ad389257f65f1f2ab00c916973efac6b5f9a2d97048,,125,0
demetrio088/different-experience,main,eda_analysis/eda_analysis.ipynb,True,python3,python,3.11.7,False,ModuleNotFoundError,,,1.859,True,False,3076815be5f3225a3c960de8997d69b74c27b39d1cf135ad80e73cceb4da633b,,337,0
demetrio088/different-experience,main,statistical_tests/statistical_tests.ipynb,True,python3,python,3.11.7,False,ModuleNotFoundError,,,1.888,True,False,d9d6fc106683d1a4327637d1659437bd43c33bd448979e41e4358911575d69ce,,53,0
demetrio088/different-experience,main,swat_attack_analysis/swat_attack_12.07.2025.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.351,True,False,37d0a6585cc9e7f44c2f0cdb9ec6e947bd009a7d9db325def44a3a1853b3fc04,,128,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/.ipynb_checkpoints/chan_args_namelists-checkpoint.ipynb,True,python3,python,3.8.13,False,ModuleNotFoundError,,,2.864,True,False,9b6a9142d3209b38d3f4f4a168239b159d9d78c0ee99af2058bc8129e0dde9a2,,1,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/chan_args_namelists.ipynb,True,python3,python,3.8.13,False,ModuleNotFoundError,,,1.266,True,False,9b6a9142d3209b38d3f4f4a168239b159d9d78c0ee99af2058bc8129e0dde9a2,,1,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/example_code/.ipynb_checkpoints/make_animations-checkpoint.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.235,True,False,ba9cba8cb98cf339253188c446d613cdaa271e1b1477783fa9d78431ee8de3a1,,1,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/example_code/.ipynb_checkpoints/plotting_example-checkpoint.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.271,True,False,06d7fba1534dbd7abae986ac444424e4619f0a2b673afe257f9aba3f953824f1,,13,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/example_code/.ipynb_checkpoints/vol_integrals-checkpoint.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.298,True,False,7498c06753f6fc0a26e93e8a017ee4635292dde6e6f8573e1599517c3f90f53d,,6,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/example_code/make_animations.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.385,True,False,ba9cba8cb98cf339253188c446d613cdaa271e1b1477783fa9d78431ee8de3a1,,1,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/example_code/plotting_example.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.275,True,False,06d7fba1534dbd7abae986ac444424e4619f0a2b673afe257f9aba3f953824f1,,13,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/example_code/qc_disable_flags.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.271,True,False,de6757ab4325886284a8d1f9d30c1a9e68749e71059336f4ca7fa5ee76411107,,11,0
dylanschlichting/mpaso-numerical-mixing,main,bichan/example_code/vol_integrals.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.267,True,False,7498c06753f6fc0a26e93e8a017ee4635292dde6e6f8573e1599517c3f90f53d,,6,0
dylanschlichting/mpaso-numerical-mixing,main,validation/.ipynb_checkpoints/check_mphy-checkpoint.ipynb,True,python3,python,3.12.7,False,ModuleNotFoundError,,,1.258,True,False,b8fb36ae9ed7c3d4a1bdbac92c7ae8073f4ade689dc7047b5d9f285d00dc2b06,,2,0
gc-os-ai/MAWS_2025,main,notebooks/maws/debug.ipynb,True,python3,python,3.10.14,True,,,,2.428,True,False,daba29f3655e382f5b79f2353c93f56963c2cab4292944c7f781211d7d63d2bd,714ec4e810fd8ed0e0180caece2318a82c57fe5f7ca71c7000865c4909fb0055,9,8
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/Data_preprocessing/Sim_Data.ipynb,True,python3,python,3.8.10,False,FileNotFoundError,,,2.376,True,False,eef56bdba6f5712d8e0b74593031f5172fa21df59194ab5ebb5313eef0226e5c,,8,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/Diff_phys/2D_1P_Darcy_flow.ipynb,True,python3,python,3.10.12,False,ModuleNotFoundError,,,2.22,True,False,f1d76e8d568aa27b3552578204de1aa501f39fc13055061c12a01a930ac849cb,,25,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/FEM/Basic_PDE-Copy1.ipynb,True,python3,python,3.10.12,False,ModuleNotFoundError,,,1.286,True,False,2f3efa6ba3f1a07656dfd9d96a2727c0681c2aa81f73466857f1395f2900cc04,,46,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/FEM/Basic_PDE.ipynb,True,python3,python,3.12.3,False,ModuleNotFoundError,,,1.282,True,False,38cbaf23bd512a2bba16d098630fee61c41f387b315994b6144975814ff6fcb9,,46,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/FEM/Darcy.ipynb,True,python3,python,3.12.3,False,ModuleNotFoundError,,,1.26,True,False,6e48a50001b6ae046f4c9b9f42ba8952f497c5bfa8f2cda90371a775060c15a3,,17,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/FEM/Darcy_flow_1P_2D copy.ipynb,True,python3,python,3.10.12,False,ModuleNotFoundError,,,1.27,False,,,,,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/FEM/Darcy_flow_1P_2D.ipynb,True,python3,python,3.8.10,False,ModuleNotFoundError,,,1.333,True,False,ab54e16a46a9e900a116f5cde505724432048e991c058eb0af422c4e989e4a1d,,19,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/FEM/Darcy_flow_1P_3D.ipynb,True,python3,python,3.8.10,False,ModuleNotFoundError,,,1.412,True,False,bba8a5159948c5fa2ff1afd57295050ffadb67bc54ddf50d5cc230164e295071,,41,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/FEM/Darcy_flow_2P_2D.ipynb,True,python3,python,3.8.10,False,ModuleNotFoundError,,,1.283,True,False,2538fc6c2028dc4a4d7cc74480dcf4e76d0de1fce4393bf7792c4e931df9f71c,,54,0
grmc1999/PhysicsSimulationDeepLearning,main,Notebooks/FEM/non_linear_Darcy_flow_1P_2D.ipynb,True,python3,python,3.10.12,False,ModuleNotFoundError,,,1.32,True,False,2afede71d446f80a5957494f6f919bb1b56f0da1532e050eeacce5f5887443bd,,30,0
h308427/vscode,main,extensions/vscode-api-tests/testWorkspace/test.ipynb,True,python3,python,3.9.5,True,,,,3.312,True,True,c25721b583b182f937c3a0bd187d5ac912799826ba009693b052c904e38f2510,c25721b583b182f937c3a0bd187d5ac912799826ba009693b052c904e38f2510,1,1
hizocar/usm-course,main,docs/basic.ipynb,True,python3,python,3.8.10,True,,,,4.4,True,True,48677f61e57ad0be4add0ed66cb5ab0ddbc7caca8f118172f9de86b7f31547bc,48677f61e57ad0be4add0ed66cb5ab0ddbc7caca8f118172f9de86b7f31547bc,33,33
hizocar/usm-course,main,docs/clases/Clase_1_Intro.ipynb,True,python3,python,3.13.3,False,StdinNotImplementedError,,,2.653,True,False,c03dc2753e788732826395a3e641f076d2b3b0f5354ae0eda7915579f7468c02,,104,0
hizocar/usm-course,main,docs/clases/Clase_2_NumPy.ipynb,True,python3,python,3.11.4,False,ModuleNotFoundError,,,2.242,True,False,95a7f3b1f9ac62ca80dc4532e31f6b2acae5d7173bab619c4199d6157e7343c0,,80,0
hizocar/usm-course,main,docs/clases/Clase_4_Inferencia.ipynb,True,python3,python,3.13.3,False,ModuleNotFoundError,,,1.871,True,False,ac1c292cc77b53d9acf8959e5d07d38780f1076c0af15f8f050b124b56804908,,51,0
hizocar/usm-course,main,docs/clases/Clase_5_Test_de_Hipotesis.ipynb,True,python3,python,3.11.4,False,ModuleNotFoundError,,,2.243,True,False,0513b9be5b1c92f4ab7d319aec11cf28a577e86a02423dcf3c142adc3af30951,,14,0
hizocar/usm-course,main,docs/clases/Clase_6_Regresion_Lineal.ipynb,True,python3,python,3.13.3,False,ModuleNotFoundError,,,2.069,True,False,6b046d1bb1cca6499ba6b61fcc8e9a1d866d036e3eea78fc015359d94d6bce30,,66,0
hizocar/usm-course,main,docs/clases/Clase_6a_Polynomial_Under_Overfitting.ipynb,True,python3,python,3.11.4,False,ModuleNotFoundError,,,1.458,True,False,e0a4efd181c6e8a5bf16dc4c03fc12d9c5f4bfa29820799f906a71a07cf75056,,4,0
hizocar/usm-course,main,docs/clases/Clase_7_Resample_Methods_Cross_Validation.ipynb,True,python3,python,3.13.3,False,ModuleNotFoundError,,,1.293,True,False,80b1666580c4ee040bd8e54660fa5ac5dc2d306dfcfb0f88263daaf86da0f0d0,,33,0
